,格量,品赋,象限,宽德,中信资管,平方和,致远三号,黑翼CTA三号,fof
2019-03-07,0.0008833922261484162,-9.344047841519654e-05,-0.002557681749400187,0.001494138380200738,0.003023434589995544,0.0013413816230725129,-0.0002334448681036161,-0.000622047127475156,0.0005430792523974992
2019-03-08,0.007943512797881747,-9.344921035414622e-05,-0.0025642402599140857,0.0014919092613137064,0.001993086419753709,0.001339584728734966,-0.00023349937733496695,-0.0006224343109503261,0.0014720543127528741
2019-03-11,0.003502626970227629,0.007102803738317842,-0.0027054310518875857,0.002266361089890534,0.0010231459668494924,0.006354515050168041,0.004489425197871988,-0.0006228219767182575,0.0030712974628261443
2019-03-12,0.01221640488656206,0.007052709725315465,-0.0027127702647986585,0.0022612363118981182,0.001242669040408595,0.006314390162845518,0.00446936033894807,-0.0006232101256806732,0.00438885188009367
2019-03-13,0.0073275862068964415,0.0070033173608550214,-0.0027201494052209174,0.0022561346582843367,-0.0002753688467395099,0.00627476882430722,0.0044494740361615825,-0.0006235987587416281,0.0034490191724718096
2019-03-14,0.007274283269148585,0.006954612005856564,-0.002727568799869573,0.002251055972886107,0.0013004924557711295,0.006235641614703802,0.004429763916628193,-0.0006239878768069529,0.0036214448110336635
2019-03-15,0.00679694137638065,0.006906579425663528,-0.0027350287790339767,0.00224600010094389,0.0013420313206131684,0.006196999347685139,0.004410227649323195,-0.0006243774807854763,0.003538664089104404
2019-03-18,0.0016877637130801038,-0.0014440433212996595,-0.002128530495292491,0.0017751479289940253,0.001369666786361634,0.0019448946515383536,7.614213197970621e-05,-0.0012941613982894173,0.0003867391197570569
2019-03-19,0.0008424599831506896,-0.001446131597975464,-0.002133070801542125,0.0017720023626699444,0.0020399325117421707,0.0019411193788403391,7.613633479697235e-05,-0.0012958384223538122,0.00034183173499395254
2019-03-20,0.002525252525252597,-0.0014482259232438954,-0.0021376305187862377,0.001768867924528239,0.0013298080382999622,0.0019373587342577103,7.613053849664375e-05,-0.0012975197983624565,0.0005035903179282818
2019-03-21,0.0033585222502099388,-0.0014503263234227903,-0.002142209771772041,0.0017657445556209517,0.0026560839947535886,0.001933612632934567,7.61247430791645e-05,-0.0012992055432768934,0.0007924707955580977
2019-03-22,0.0008368200836819106,-0.001452432824981864,-0.0021468086863180025,0.001762632197414904,0.0008025056876643788,0.0019298809906709291,7.611894854342438e-05,-0.0013008956741481503,0.00018062393184828385
2019-03-25,0.004180602006689016,0.0005454545454544046,0.0028685698524331116,0.002608098833218886,0.0001848954075813758,0.001605136436597654,-0.0006723328681974561,0.0024704297050457402,0.0017654698973393335
2019-03-26,0.0008326394671105408,0.0005451571869887761,0.0028603646964979745,0.0026013143483021306,5.837722974355586e-06,0.001602564102564541,-0.0006727852038032056,0.0024643417220520103,0.0012381402438838172
2019-03-27,0.0016638935108153063,0.0005448601525610552,0.002852206346158459,0.002594565068960941,0.0011714295721751977,0.001600000000000712,-0.0006732381484679806,0.0024582836710369538,0.0015057875665213216
2019-03-28,0.0008305647840531893,0.0005445634416409995,0.0028440944020555747,0.002587850721873952,0.0013469283037679247,0.0015974440894575004,-0.0006736917034231293,0.0024522553317973816,0.0013999990285209706
2019-03-29,0.003319502074688785,0.0005442670537010308,0.0028360284693618176,0.0025811710365439833,0.00022127458040333003,0.0015948963317389264,-0.0006741458699025538,0.002446256486286158,0.0016299194297122678
2019-04-01,0.003308519437551727,0.0007051475773143245,-0.000764785859959316,0.0015329446223755205,-0.00643300841627692,0.002786624203821919,0.0012091898428052694,0.006895659247208474,0.0011415420315709635
2019-04-02,-0.0004122011541634052,0.0007046506945842523,-0.000765371205034393,0.0015305982999425094,0.0007363338776056327,0.0027788805081383483,0.0012077294685990392,0.006848434774625822,0.001473145333296444
2019-04-03,-0.0004123711340205949,0.0007041545116186487,-0.0007659574468086294,0.0015282591490872743,-0.0001463777365265928,0.0027711797307996555,0.0012062726176116367,0.006801852729858782,0.0013563964328959204
2019-04-04,0.0030253025302531267,0.0007036590269400289,-0.0007665445873435983,0.0015259271369791882,0.00032012617655508,0.0027635215159891313,0.00120481927710836,0.006755900092372924,0.0019240466033828949
2019-04-08,0.0030161776802852813,0.0007031642390760151,-8.18274803943142e-05,0.0015236022309890185,0.00024196916064456175,0.0036220472440935403,0.0034834378364685392,0.004850316637881491,0.002147097497867995
2019-04-09,0.0030071077091304854,0.0007026701465568941,-8.18341766789521e-05,0.001521284398685152,-0.0005169864178902195,0.003608975364819411,0.0034713456197930093,0.004826904622083461,0.0020449918371951373
2019-04-10,0.0029980921231944624,0.0007021767479185037,-8.184087405938012e-05,0.0015189736078335958,-0.0007710009935187889,0.0035959974984356435,0.003459337065224055,0.004803717535707186,0.0020060579049088288
2019-04-11,0.002989130434782661,0.0007016840417000125,-8.184757253637542e-05,0.0015166698263953116,-0.001449428237669692,0.003583112634365948,0.0034474113075091406,0.004780752152756973,0.0019141258539909693
2019-04-12,0.0029802221620156555,0.00070119202644503,-8.185427210971596e-05,0.0015143730225264385,0.0006025227706629721,0.0035703197764660466,0.0034355674932851077,0.004758005308634905,0.0021635439218687155
2019-04-15,0.004051863857374327,0.0009009009009008917,0.0005048093321513569,0.0018955042527339927,0.000508316845619694,0.002165506573859277,0.0015313745019920333,-0.0018688962270779763,0.0013849470978209264
2019-04-16,0.004035512510088823,0.0009000900090010422,0.0005045546282664848,0.0018919181139032126,0.0020595913645684583,0.002160827288161915,0.0015290329798740565,-0.001872395540038263,0.0015745223627069537
2019-04-17,0.004019292604501512,0.0008992805755394517,0.0005043001812758963,0.0018883455188107856,0.00023595667757159156,0.00215616818111819,0.0015266986073529942,-0.0018759079817769475,0.0013422580594068644
2019-04-18,0.004003202562049779,0.0008984725965859308,0.0005040459907914574,0.0018847863908757478,0.00023590101515180706,0.0021515291224836197,0.0015243713517332225,-0.0018794336263175948,0.0013379649395420523
2019-04-19,0.003987240829345984,0.0008976660682225024,0.0005037920564252563,0.0018812406540928972,0.0007367731674225997,0.0021469099831314953,0.0015220511805176251,-0.0018829725482424342,0.0013963113286644792
2019-04-22,-0.00047656870532164497,0.0001793721973093465,0.004199999999999093,0.0014684641309581359,0.0021268887824188454,-0.0004590665646515557,-0.0013096929634891508,0.0021560283687942494,0.0008406131938029637
2019-04-23,-0.0004767959313413117,0.00017934002869446353,0.0041824337781308785,0.001466310905987811,0.0008201851052807019,-0.0004592774035514502,-0.0013114105086046157,0.0021513899111136325,0.000674543323542809
2019-04-24,-0.0004770233741454577,0.00017930787161568595,0.004165013883378865,0.0014641639863663958,0.0005340428011086917,-0.0004594884362072449,-0.0013131325644487601,0.0021467713688492207,0.0006360605264017661
2019-04-25,-0.0004772510340438352,0.0001792757260665745,0.004147738494962416,0.0014620233444382347,0.0011703851790008102,-0.00045969966288661457,-0.0013148591488147954,0.0021421726140145037,0.0007129050158165117
2019-04-26,-0.00047747891134808373,0.00017924359204157803,0.004130605822186384,0.0014598889527090986,0.0011690169788545202,-0.0004599110838567899,-0.0013165902795890805,0.0021375935197165408,0.0007100521872023425
2019-04-29,0.001990445859872514,0.0022401433691756623,0.0012663289789414112,0.001852073127016407,0.001748573353910876,0.0007668711656436678,-0.00264287046825451,-0.0013682290204883873,0.0009252228183395383
2019-04-30,0.0019864918553833544,0.002235136343316846,0.0012647274179615753,0.0018486492933387222,-0.00010824937563114201,0.0007662835249035993,-0.0026498737413099827,-0.0013701036360441732,0.0006902117523147594
2019-05-06,0.0017446471054718415,0.001784121320249854,-0.0003722909187613421,0.0018452380952380665,-0.002435874633650137,0.00030627871362920445,0.0021380345086270403,0.003264616900021,0.0010044635525897961
2019-05-07,0.001741608613046175,0.0017809439002671734,-0.0003724295709084391,0.0018418394628958445,0.000903086773847761,0.0003061849357008928,0.0021334730695812265,0.003253993856684012,0.001418930132480767
2019-05-08,0.0017385806859493425,0.001777777777777878,-0.0003725683263702262,0.0018384533270074943,0.0009022719439883975,0.00030609121518199167,0.0021289310525136607,0.003243439723748409,0.0014159383557000528
2019-05-09,0.0017355632691700151,0.0017746228926354135,-0.0003727071852626107,0.0018350796187769358,0.000901458583200343,0.00030599755201943246,0.0021244083336438013,0.003232953832861929,0.001412960330445201
2019-05-10,0.0017325563080798911,0.001771479185119551,-0.0003728461477008338,0.0018317182699125745,4.0587082485776804e-05,0.0003059039461605906,0.002119904790240934,0.0032225355242869735,0.0013024885016365063
2019-05-13,0.0011006289308177486,0.0007073386383731339,0.004635673371520488,0.000424653494544458,0.0008774184570929933,0.002140672782874553,-0.0006803983423022686,0.005067497403945964,0.001657332290080915
2019-05-14,0.0010994188785926617,0.0007068386640749491,0.004614283062399416,0.00042447324049943447,0.0010214701833051176,0.0021361000915474104,-0.0006808615994057243,0.0050419473488449995,0.0016696334542916913
2019-05-15,0.0010982114841544544,0.0007063393960797804,0.00459308924847579,0.0004242931394156102,0.0011245925040057614,0.0021315468940317217,-0.0006813254877672259,0.005016653645298019,0.0016768671121682233
2019-05-16,0.0010970067387554572,0.0007058408328923793,0.004572089234569754,0.0004241131910984741,0.0005356526966586728,0.002127013065937655,-0.0006817900086772966,0.004991612454482208,0.0015976409996449337
2019-05-17,0.001095804633688191,0.0007053429730206062,0.004551280374565536,0.0004239333953532931,0.00018680034125506673,0.002122498483929647,-0.0006822551634312335,0.004966820013841966,0.0015484731531694386
