,格量,品赋,象限,宽德,中信资管,平方和,致远三号,黑翼CTA三号,fof,沪深300,组合基金
2018-01-02,,,,0.9998484389208852,,,1.0015942458846212,1.0005667451390705,1.0006066275922456,,
2018-01-03,1.0001111111111112,,,0.9996968548675276,,,1.0031859541948192,1.0011331692600238,1.0010561684409027,1.005869256740226,1.0001530612244898
2018-01-04,1.0002222098779148,,,0.9995452478329612,,,1.004775132995913,1.0016992727263188,1.0015050993091945,1.010106266607935,1.0003060990248265
2018-01-05,1.0003332963031537,,,0.9993936178102166,,,1.0063617903148312,1.0022650559007975,1.0019534219624207,1.0125137399477109,1.0016832284749948
2018-01-08,1.0004443703895693,,0.9992612815159788,0.9994502349368976,,1.00038240917782,1.0080269833593345,1.0012385226254605,1.0020514823196414,1.0176867994463517,1.0017850977766807
2018-01-09,1.0005554321399024,,0.9985220169235386,0.9995068488582607,,1.0007646721747616,1.009689408145647,1.0002109344967158,1.0021489066765714,1.0246913377333406,1.0019888156274572
2018-01-10,1.000666481556893,,0.9977822054146447,0.9995634595746693,,1.0011467891025414,1.0113490738625344,0.9991822893444239,1.0022456959135877,1.0291097369885862,1.0022434110752907
2018-01-11,1.00077751864328,,0.997041846179468,0.999620067086486,,1.0015287600727474,1.0130059896530885,0.9981525849917414,1.0023418509035678,1.0285821466268539,1.0021925049461928
2018-01-12,1.000888543401801,,0.9963009384063791,0.9996766713940738,,1.0019105851968402,1.0146601646150277,0.9971218192550934,1.0024373725119275,1.0331974324725972,1.0043815799347384
2018-01-15,1.0009995558351934,,0.9970746327970953,0.999605920014422,,1.0028647836701219,1.0129648778046514,0.9993778528332676,1.0028296233110945,1.0332542372063251,1.0041275923293336
2018-01-16,1.0013325561681936,,0.997847729047579,0.9995351636286581,,1.0038180725166417,1.0112667121163819,1.0016288081805955,1.0032664335451107,1.0411188792148263,1.004076781903034
2018-01-17,1.0016654456488863,,0.9986202280819557,0.9994644022360739,,1.004770453469022,1.0095656577559635,1.0038747081074733,1.0037018540292093,1.038688428841805,1.0041784079192941
2018-01-18,1.0019982243510492,,0.999392130822211,0.9993936358359607,,1.0057219282549394,1.0078617048790743,1.006115575270952,1.0041358870304264,1.0441732079911699,1.004127600074563
2018-01-19,1.0012497213570373,,1.000163438188197,0.9993228644276098,,1.006672498597144,1.0061548435909824,1.0083514321761102,1.0043448442366198,1.0474461242578914,1.004229220927162
2018-01-22,1.0005006576866253,,1.0005969641997559,0.9987424978057681,,1.0076221662134786,1.005977969834626,1.0106514754100058,1.0046389329442997,1.0593936670776984,1.004432441980863
2018-01-23,0.999751032499219,,1.001030302347956,0.998161794162915,,1.0085709328168946,1.0058010647884097,1.0129462405847875,1.0049319027163293,1.0700033613082014,1.0050419812707498
2018-01-24,0.9990008449523323,,1.0014634527955435,0.9975807531074043,,1.0095188001154731,1.0056241284412604,1.0152357518688073,1.0052237570187579,1.0716644719249344,1.0052450372634398
2018-01-25,0.9979998439513313,,1.001896415705053,0.9969993742469069,,1.010465769812443,1.0054471607821003,1.0175200332647951,1.0054627233794018,1.0660128496747183,1.0051435298787776
2018-01-26,0.9986260964563414,,1.002329191238808,0.9964176571884088,,1.0114118436061992,1.0052701617998443,1.0197991086113687,1.0060373709687949,1.0697287036796852,1.007072365978468
2018-01-29,0.999251957014609,,1.0042678277845107,0.9968861410044224,,1.0123570231903205,1.0079256165464696,1.0227397822307909,1.007482464747464,1.0516336177462864,1.0067683992121679
2018-01-30,0.9998774261164354,,1.00620271329046,0.9973544054461235,,1.0133013102535882,1.0105740385283721,1.0256718336439716,1.0089245783613674,1.0409595623025645,1.006312310426884
2018-01-31,1.0005025042512021,,1.0081338622442884,0.9978224507188661,,1.0142447064800035,1.013215464898612,1.0285953132645993,1.0103637263720429,1.0456117086337127,1.0055011159430067
2018-02-01,1.001127191907374,,1.0100612890498581,0.9982902770277166,,1.0151872135488067,1.0158499325166142,1.0315102710655006,1.0117999232269392,1.0385956418407567,1.0055011159430067
2018-02-02,1.0017514895725006,,1.011985008027903,0.9987578845774528,,1.0161288331344944,1.018477477951254,1.0344167565837679,1.0132331832606418,1.04456139703989,1.0035222241224262
2018-02-05,1.0023753977332193,,1.0117469883516104,0.9977522900728144,,1.0149999526076843,1.0177495169699626,1.0328160826157813,1.012601306528848,1.0452450408614589,1.0033696998456456
2018-02-06,1.002998916875257,,1.011508912008464,0.996745683329967,,1.0138697962693919,1.0170210256754335,1.0312128423828895,1.0119684758952605,1.0159386290602823,1.0025561129443945
2018-02-07,1.0036635895239776,,1.0112707789714748,0.9957380623090057,,1.0127383612326208,1.0162920032944465,1.0296070276432006,1.0113432841689236,0.9922238523368694,1.0007240518756921
2018-02-08,1.0043278206764188,,1.011032589213635,0.9947294249638529,,1.011605644600566,1.0155624490520885,1.0279986301150534,1.0107171232821366,0.9827311971091197,0.9999083080192632
2018-02-09,1.0049916109187023,,1.010794342707918,0.9937197692422335,,1.0104716434665655,1.0148323621717497,1.0263876414767628,1.010089991142282,0.9400098950316281,0.9901113899664008
2018-02-12,1.006981660669946,,1.0096663738462126,0.992253577071415,,1.0131206500890824,1.0157091065277082,1.0249439047464017,1.010563216398973,0.9528853197644208,0.9895445549669161
2018-02-13,1.0079747093293303,,1.0085371312340032,0.9907852320245848,,1.0157626580151062,1.0165850828763467,1.0234980806266536,1.0108277768384566,0.9645893890685519,0.9899054727292261
2018-02-14,1.0099588363134573,,1.0074066119912914,0.9893147277701161,,1.0183977041284134,1.0174602925620007,1.0220501630727827,1.0112950047304754,0.9725499951214581,0.9896477673380293
2018-02-22,1.0119390343332593,,1.0062748132282988,0.9878420579484093,,1.0210258250219744,1.0201564960160558,1.0206001460137584,1.0120103190373648,0.9941710853265523,0.9907819633477215
2018-02-23,1.010950892040769,,1.0051417320454252,0.9863672161717262,,1.0236470570010048,1.0228454495044277,1.019148023352103,1.0121082268929233,0.9987013649158661,0.9944381763350021
2018-02-26,1.0139182510912144,,1.004742307217178,0.9873423362692383,,1.0232735742745813,1.0229179290289623,1.0201574331040277,1.0129071481420455,1.0103272439801954,0.9953104185104766
