净值日期,产品2,产品1,产品6,new
2018-03-02,1.0434410573763622,1.1297889802267183,,1.1073496948696653
2018-03-05,1.045249278858645,1.1317010469515516,,1.1091968583179046
2018-03-06,1.0470542365776059,1.1336094646543984,,1.1110406135308226
2018-03-07,1.0488559422939265,1.135514247236446,,1.1128809730717908
2018-03-08,1.0506544077048359,1.137415408519595,,1.1147179494347903
2018-03-09,1.0524496444445646,1.139312962247065,,1.1165515550449219
2018-03-12,1.0523471574262535,1.1394816907728402,,1.1165507738556433
2018-03-13,1.052244659903277,1.139650390834103,,1.1165499754267563
2018-03-14,1.0521421518734815,1.1398190624404552,,1.1165491597605162
2018-03-15,1.0520396333347124,1.1399877056014946,,1.1165483268591754
2018-03-16,1.051937104284815,1.1401563203268137,,1.1165474767249841
2018-03-19,1.0539191934750387,1.1410900209620118,,1.1181364202070732
2018-03-20,1.0558973617592897,1.142022850613572,,1.1197225865040652
2018-03-21,1.0578716246193662,1.1429548109049381,,1.1213059859008754
2018-03-22,1.0598419974455515,1.14388590345502,,1.1228866286235217
2018-03-23,1.061808495537334,1.1448161298782094,,1.1244645248395817
2018-03-26,1.0609542385527482,1.1443531846123098,,1.1237570097495033
2018-03-27,1.0600992511892353,1.1438900249288275,,1.123048957766002
2018-03-28,1.0592435321967975,1.1434266506290514,,1.1223403680333122
2018-03-29,1.0583870803222242,1.1429630615139936,,1.1216312396935573
2018-03-30,1.0575298943090832,1.1424992573843897,,1.1209215718867427
2018-04-02,1.0586175000048679,1.1433564907386768,,1.1219227879544658
2018-04-03,1.059703924099619,1.1442129898733377,,1.1229229901891833
2018-04-04,1.0607891691579903,1.1450687560450132,,1.1239221806650435
2018-04-09,1.0610638551505098,1.1459134598259908,,1.1244106233282347
2018-04-10,1.0613384657113547,1.1467574506846987,,1.1248987515007784
2018-04-11,1.0616130008819429,1.1476007298235225,,1.1253865656594548
2018-04-12,1.0618874607036568,1.1484432984418071,,1.1258740662798827
2018-04-13,1.0621618452178456,1.1492851577358696,,1.1263612538365242
2018-04-16,1.0607428075286562,1.1481251715407383,,1.1250393604576066
2018-04-17,1.0593217533099721,1.1469638382149814,,1.1237157015737702
2018-04-18,1.0578986768224423,1.1458011546260254,,1.1223902724232055
2018-04-19,1.056473572302177,1.1446371176303574,,1.1210630682246643
2018-04-20,1.05504643396061,1.1434717240734746,,1.1197340841773538
2018-04-23,1.0560788120605806,1.1454685287084858,,1.1211281222279648
2018-04-24,1.0571101254551882,1.1474613540605967,,1.122520002606636
2018-04-25,1.0581403763382604,1.1494502159582964,,1.1239097326201937
2018-04-26,1.0591695668968508,1.1514351301358179,,1.125297319535883
2018-04-27,1.0601976993112672,1.153416112233888,,1.1266827705816695
2018-05-02,1.0637813907010265,1.1553965557123735,,1.1296652440047013
2018-05-03,1.0673522851072486,1.1573730847867438,,1.1326382514114788
2018-05-04,1.0709104735980923,1.1593457149003414,,1.1356018555108554
2018-05-07,1.0750476113666352,1.1611151937162842,,1.138851121172173
2018-05-08,1.0758493501666222,1.1628815470074967,,1.1400145904063697
2018-05-09,1.0766504466964386,1.1646447857960718,,1.1411764902832207
2018-05-10,1.077450901984302,1.1664049210459013,,1.1423368255568211
2018-05-11,1.0782507170559616,1.168161963663085,,1.1434956009580524
2018-05-14,1.079259407310462,1.1690596408400928,,1.1444626613084932
2018-05-15,1.0802670811341966,1.1699565129155083,,1.145428784476608
2018-05-16,1.0812737405735646,1.1708525813321828,,1.146393972282466
2018-05-17,1.0822793876687917,1.171747847529094,,1.1473582265408246
2018-05-18,1.0832840244539539,1.1726423129413575,,1.1483215490611498
2018-05-21,1.0837364582165476,1.173260604183533,,1.1488361793785866
2018-05-22,1.0841886873754014,1.173878513377865,,1.149350538550745
2018-05-23,1.084640712115487,1.1744960409962042,,1.1498646268701755
2018-05-24,1.0850925326215264,1.1751131875095266,,1.150378444628946
2018-05-25,1.0855441490779894,1.1757299533879377,,1.1508919921186396
2018-05-28,1.0874607564996208,1.1781275746272573,,1.1529889797219042
2018-05-29,1.089373697564211,1.180519461028938,,1.1550815252879032
2018-05-30,1.0912829862720277,1.1829056399616777,,1.1571696478300662
2018-05-31,1.0931886365433006,1.1852861385987201,,1.1592533662385025
2018-06-01,1.0950906622188288,1.1876609839197128,,1.16133269928108
2018-06-04,1.0959010025981262,1.1884323479874368,,1.1621284235435372
2018-06-05,1.0967106868575738,1.1892031175112456,,1.1629235147771202
2018-06-06,1.0975197160588115,1.1899732934069465,,1.1637179739887817
2018-06-07,1.0983280912609055,1.1907428765882309,,1.164511802183072
2018-06-08,1.0991358135203544,1.191511867966684,,1.1653050003621477
2018-06-11,1.09885683609941,1.1917463583701549,,1.165218573375359
2018-06-12,1.098577780828346,1.1919807938007672,,1.1651320771174234
2018-06-13,1.0982986476637009,1.1922151742842897,,1.1650455115708414
2018-06-14,1.0980194365619775,1.1924494998464736,,1.1649588767180832
2018-06-15,1.0977401474796415,1.192683770513052,,1.16487217254159
2018-06-19,1.1010074567623247,1.196067676135767,,1.1681832054517851
2018-06-20,1.1042641255010077,1.1994401695590244,,1.1714833084471836
2018-06-21,1.1075102227761715,1.2028013274992337,,1.1747725534717395
2018-06-22,1.1107458169977493,1.2061512259018285,,1.1780510117611986
2018-06-25,1.110290926386405,1.206829999415914,,1.1780212451968906
2018-06-26,1.109835828755421,1.2075083125090378,,1.177991176587447
2018-06-27,1.1093805239162837,1.2081861658053956,,1.1779608060491202
2018-06-28,1.1089250116802207,1.2088635599279143,,1.1779301336975254
2018-06-29,1.1084692918582026,1.2095404954982563,,1.1778991596476425
2018-07-02,1.1078337511279412,1.2088177710685963,,1.1772309250301065
2018-07-03,1.1071978062287942,1.208094523930561,,1.1765622417913764
2018-07-04,1.1065614566463762,1.2073707533275082,,1.1758931093262204
2018-07-05,1.1059247018653189,1.2066464585011523,,1.1752235270281761
2018-07-06,1.1052875413692698,1.2059216386915583,,1.1745534942895475
2018-07-09,1.1078834238616042,1.2088541237551274,,1.177275602746095
2018-07-10,1.1104725851953625,1.2117780344941271,,1.1799902951068189
2018-07-11,1.1130550600849913,1.214693420903496,,1.1826976118163501
2018-07-12,1.115630882976682,1.2176003325421805,,1.1853975929881635
2018-07-13,1.1182000880511285,1.2204988185381886,,1.1880902784081957
2018-07-16,1.1186369817722908,1.2214217830489214,,1.1887094486754468
2018-07-17,1.1190736847006857,1.2223438964816804,,1.1893281805429783
2018-07-18,1.11951019700288,1.2232651604046014,,1.1899464747029453
2018-07-19,1.1199465188452224,1.2241855763814886,,1.190564331845742
2018-07-20,1.1203826503938439,1.2251051459718332,,1.1911817526600095
2018-07-23,1.1193995023324557,1.2245876203830681,,1.1903732130258549
2018-07-24,1.1184153867397304,1.2240698268228858,,1.1895639681953332
2018-07-25,1.1174303017094664,1.2235517650136347,,1.1887540168729491
2018-07-26,1.1164442453298242,1.223033434677232,,1.1879433577595218
2018-07-27,1.1154572156833018,1.2225148355351614,,1.1871319895521688
2018-07-30,1.1137546353996812,1.2207301720957477,,1.1853986280851259
2018-07-31,1.112049151392616,1.2189423179383845,,1.1836622552716989
2018-08-01,1.1103407537406782,1.2171512616335607,,1.1819228606249288
2018-08-02,1.108629432471502,1.215356991690242,,1.180180433602949
2018-08-03,1.1069151775614374,1.21355949655543,,1.1784349636086042
2018-08-06,1.1066383763765846,1.2134690483685124,,1.1782280447979772
2018-08-07,1.106361498551622,1.2133785919999802,,1.1780210750191757
2018-08-08,1.1060845440440972,1.2132881274483531,,1.1778140542451128
2018-08-09,1.105807512811524,1.2131976547121506,,1.1776069824486786
2018-08-10,1.10553040481138,1.2131071737898915,,1.1773998596027415
2018-08-13,1.1045325410323943,1.2125009074206996,,1.1765488448524284
2018-08-14,1.1035336805266895,1.2118942732696234,,1.1756970692297093
2018-08-15,1.1025338213010933,1.2112872708901743,,1.1748445313214182
2018-08-16,1.1015329613564475,1.2106798998350492,,1.1739912297103428
2018-08-17,1.100531098687587,1.2100721596561306,,1.1731371629752103
2018-08-20,1.1015969271434,1.2111940035595645,,1.1742239972238813
2018-08-21,1.1026616208183977,1.2123145903395511,,1.17530965081325
2018-08-22,1.103725182126398,1.2134339228103685,,1.1763941263073066
2018-08-23,1.104787613473525,1.2145520037768551,,1.1774774262616934
2018-08-24,1.1058489172582422,1.2156688360344519,,1.1785595532237403
2018-08-27,1.106672506065032,1.216646115494517,,1.1794407760255086
2018-08-28,1.1074954171314788,1.2176224408119032,,1.1803212174360576
2018-08-29,1.108317651572105,1.2185978138479003,,1.1812008788499477
2018-08-30,1.109139210498687,1.2195722364583577,,1.182079761657983
2018-08-31,1.1099600950202624,1.2205457104937043,,1.1829578672472225
2018-09-03,1.1092791469025247,1.2196885758914693,,1.1822108491977985
2018-09-04,1.1085977347784837,1.2188307059792485,,1.18146326540319
2018-09-05,1.1079158580153494,1.2179720994943577,,1.180715114994397
2018-09-06,1.1072335159790359,1.217112755170858,,1.1799663971003889
2018-09-07,1.1065507080341588,1.2162526717395439,,1.1792171108480978
2018-09-10,1.106609808718817,1.2165119180573605,,1.1793512661451904
2018-09-11,1.1066689059107906,1.2167710971839427,,1.1794853940626422
2018-09-12,1.1067279996104926,1.2170302091541112,,1.1796194946137692
2018-09-13,1.1067870898183354,1.2172892540026585,,1.1797535678118762
2018-09-14,1.106846176534732,1.2175482317643507,,1.1798876136702585
2018-09-17,1.107019174531467,1.2175755764945386,,1.1800059916920385
2018-09-18,1.1071921426050717,1.2176029204770127,,1.1801243507314692
2018-09-19,1.1073650807658957,1.217630263711814,,1.1802426907950347
2018-09-20,1.1075379890242838,1.217657606198983,,1.1803610118892156
2018-09-21,1.1077108673905744,1.217684947938561,,1.180479314020489
2018-09-25,1.1087555709470758,1.218831582636008,,1.181562241754845
2018-09-26,1.1097991842370614,1.2199769040681614,,1.1826439955981436
2018-09-27,1.110841709533792,1.221120915239801,,1.183724578097965
2018-09-28,1.1118831491034264,1.222263619145407,,1.1848039917935886
2018-10-08,1.1143931863553662,1.222263619145407,,1.1863727650760512
2018-10-09,1.1168969390946608,1.222263619145407,,1.1879376105381103
2018-10-10,1.1193944387124461,1.222263619145407,,1.1894985477992261
2018-10-11,1.1218857163652456,1.222263619145407,,1.1910555963322258
2018-10-12,1.1243708029773032,1.222263619145407,,1.1926087754647618
2018-10-15,1.125224297827914,1.222263619145407,,1.1931422097463935
2018-10-16,1.126077064846266,1.222263619145407,,1.1936751891328634
2018-10-17,1.1269291052726438,1.222263619145407,,1.1942077143993497
2018-10-18,1.1277804203441653,1.222263619145407,,1.1947397863190505
2018-10-19,1.1286310112947906,1.222263619145407,,1.1952714056631915
2018-10-22,1.127530400105233,1.222263619145407,,1.194583523669718
2018-10-23,1.126428576235996,1.222263619145407,,1.1938948837514447
2018-10-24,1.1253255370118131,1.222263619145407,,1.1932054842363304
2018-10-25,1.1242212797485551,1.222263619145407,,1.192515323446794
2018-10-26,1.1231158017531915,1.222263619145407,,1.191824399699692
2018-10-29,1.1224602952636564,1.222263619145407,,1.1914147081437325
2018-10-30,1.121804358803515,1.222263619145407,,1.191004747856144
2018-10-31,1.1211479918083298,1.222263619145407,,1.1905945184841533
2018-11-01,1.1204911937125523,1.222263619145407,,1.1901840196742923
2018-11-02,1.119833963949518,1.222263619145407,,1.189773251072396
2018-11-05,1.120799862489474,1.222263619145407,,1.1903769376598685
2018-11-06,1.1217648289697153,1.222263619145407,,1.1909800417100191
2018-11-07,1.122728865187321,1.222263619145407,,1.191582564346023
2018-11-08,1.1236919729341772,1.222263619145407,,1.1921845066878078
2018-11-09,1.124654153996998,1.222263619145407,,1.192785869852071
2018-11-12,1.1274448845976082,1.222263619145407,,1.1945300764774522
2019-02-26,1.1274448845976082,1.222263619145407,,1.1945300764774522
2019-02-27,1.1274448845976082,1.222263619145407,1.0021355817184243,1.1949571928211373
2019-02-28,1.1274448845976082,1.222263619145407,1.0042666124465842,1.1953833989667693
2019-03-01,1.1274448845976082,1.222263619145407,1.0063931115398332,1.195808698785419
2019-03-04,1.1274448845976082,1.222263619145407,1.0029147199920372,1.1951130204758598
2019-03-05,1.1274448845976082,1.222263619145407,0.9994241870037976,1.1944149138782119
2019-03-06,1.1274448845976082,1.222263619145407,0.9959214275180232,1.193714361981057
2019-03-07,1.1274448845976082,1.222263619145407,0.9924063555806768,1.1930113475935877
2019-03-08,1.1274448845976082,1.222263619145407,0.988878884328121,1.1923058533430766
2019-03-11,1.1274448845976082,1.222263619145407,0.9960851081892736,1.193747098115307
2019-03-12,1.1274448845976082,1.222263619145407,1.0032397739274654,1.1951780312629454
2019-03-13,1.1274448845976082,1.222263619145407,1.0103436140640225,1.196598799290257
2019-03-14,1.1274448845976082,1.222263619145407,1.0173973456192447,1.1980095456013014
2019-03-15,1.1274448845976082,1.222263619145407,1.0244016705467034,1.199410410586793
2019-03-18,1.1274448845976082,1.222263619145407,1.0240619607089798,1.1993424686192482
2019-03-19,1.1274448845976082,1.222263619145407,1.0237221354292652,1.1992745035633054
2019-03-20,1.1274448845976082,1.222263619145407,1.0233821946290733,1.199206515403267
2019-03-21,1.1274448845976082,1.222263619145407,1.0230421382298367,1.1991385041234197
2019-03-22,1.1274448845976082,1.222263619145407,1.0227019661529086,1.199070469708034
2019-03-25,1.1274448845976082,1.222263619145407,1.0252976742348343,1.199589611324419
2019-03-26,1.1274448845976082,1.222263619145407,1.0278866620601377,1.2001074088894799
2019-03-27,1.1274448845976082,1.222263619145407,1.030468964336287,1.2006238693447098
2019-03-28,1.1274448845976082,1.222263619145407,1.0330446155025668,1.2011389995779658
2019-03-29,1.1274448845976082,1.222263619145407,1.0356136497328354,1.2016528064240195
2019-04-01,1.1274448845976082,1.222263619145407,1.0353710829420701,1.2016042930658664
2019-04-02,1.1274448845976082,1.222263619145407,1.0351284572983805,1.2015557679371285
2019-04-03,1.1274448845976082,1.222263619145407,1.0348857727732022,1.201507231032093
2019-04-04,1.1274448845976082,1.222263619145407,1.0346430293379485,1.2014586823450422
2019-04-08,1.1274448845976082,1.222263619145407,1.0355736972325789,1.201644815923968
2019-04-09,1.1274448845976082,1.222263619145407,1.036503499789821,1.2018307764354166
2019-04-10,1.1274448845976082,1.222263619145407,1.0374324386173657,1.2020165642009255
2019-04-11,1.1274448845976082,1.222263619145407,1.0383605153184279,1.202202179541138
2019-04-12,1.1274448845976082,1.222263619145407,1.0392877314917626,1.2023876227758048
2019-04-15,1.1274448845976082,1.222263619145407,1.0399851839460599,1.2025271132666644
2019-04-16,1.1274448845976082,1.222263619145407,1.0406821502994632,1.202666506537345
2019-04-17,1.1274448845976082,1.222263619145407,1.0413786312290925,1.2028058027232709
2019-04-18,1.1274448845976082,1.222263619145407,1.0420746274106547,1.2029450019595833
2019-04-19,1.1274448845976082,1.222263619145407,1.0427701395184454,1.2030841043811413
2019-04-22,1.1274448845976082,1.222263619145407,1.0437822106754513,1.2032865186125425
2019-04-23,1.1274448845976082,1.222263619145407,1.0447932585800346,1.2034887281934592
2019-04-24,1.1274448845976082,1.222263619145407,1.0458032852992198,1.2036907335372962
2019-04-25,1.1274448845976082,1.222263619145407,1.0468122928937749,1.2038925350562073
2019-04-26,1.1274448845976082,1.222263619145407,1.0478202834182353,1.2040941331610993
2019-04-29,1.1274448845976082,1.222263619145407,1.0544371494288147,1.205417506363215
2019-04-30,1.1274448845976082,1.222263619145407,1.0610105203249367,1.2067321805424396
2019-05-06,1.1274448845976082,1.222263619145407,1.0620775000634683,1.206945576490146
2019-05-07,1.1274448845976082,1.222263619145407,1.0631433425696413,1.2071587449913805
2019-05-08,1.1274448845976082,1.222263619145407,1.0642080502650961,1.2073716865304716
2019-05-09,1.1274448845976082,1.222263619145407,1.0652716255637453,1.2075844015902013
2019-05-10,1.1274448845976082,1.222263619145407,1.066334070871809,1.2077968906518142
2019-05-13,1.1274448845976082,1.222263619145407,1.065984507657259,1.2077269780089042
2019-05-14,1.1274448845976082,1.222263619145407,1.065634822205538,1.2076570409185599
2019-05-15,1.1274448845976082,1.222263619145407,1.0652850144311277,1.2075870793636778
2019-05-16,1.1274448845976082,1.222263619145407,1.0649350842484189,1.207517093327136
2019-05-17,1.1274448845976082,1.222263619145407,1.064585031571713,1.207447082791795
2019-05-20,1.1274448845976082,1.222263619145407,1.0641166751643323,1.2073534115103188
2019-05-21,1.1274448845976082,1.222263619145407,1.0636480992964414,1.2072596963367406
2019-05-22,1.1274448845976082,1.222263619145407,1.0631793037622765,1.2071659372299077
2019-05-23,1.1274448845976082,1.222263619145407,1.0627102883557835,1.207072134148609
2019-05-24,1.1274448845976082,1.222263619145407,1.0622410528706188,1.206978287051576
2019-05-27,1.1274448845976082,1.222263619145407,1.0641972328279399,1.2073695230430403
2019-05-28,1.1274448845976082,1.222263619145407,1.0661495936162175,1.2077599952006959
2019-05-29,1.1274448845976082,1.222263619145407,1.0680981501191849,1.2081497065012892
2019-05-30,1.1274448845976082,1.222263619145407,1.0700429171337396,1.2085386599042003
2019-05-31,1.1274448845976082,1.222263619145407,1.0719839093706163,1.2089268583515755
2019-06-03,1.1274448845976082,1.222263619145407,1.0708987928169598,1.2087098350408443
2019-06-04,1.1274448845976082,1.222263619145407,1.0698124975062795,1.2084925759787082
2019-06-05,1.1274448845976082,1.222263619145407,1.068725020874834,1.2082750806524192
2019-06-06,1.1274448845976082,1.222263619145407,1.0676363603505086,1.208057348547554
2019-06-10,1.1274448845976082,1.222263619145407,1.0683871269602896,1.2082075018695102
2019-06-11,1.1274448845976082,1.222263619145407,1.0691373303424208,1.2083575425459365
2019-06-12,1.1274448845976082,1.222263619145407,1.069886971341339,1.2085074707457202
2019-06-13,1.1274448845976082,1.222263619145407,1.070636050799584,1.208657286637369
2019-06-14,1.1274448845976082,1.222263619145407,1.0713845695578033,1.2088069903890128
2019-06-17,1.1274448845976082,1.222263619145407,1.0706312348056157,1.2086563234385754
2019-06-18,1.1274448845976082,1.222263619145407,1.0698773321123292,1.208505542899918
2019-06-19,1.1274448845976082,1.222263619145407,1.0691228606209537,1.208354648601643
2019-06-20,1.1274448845976082,1.222263619145407,1.0683678194725568,1.2082036403719636
2019-06-21,1.1274448845976082,1.222263619145407,1.0676122078062598,1.2080525180387043
2019-06-24,1.1274448845976082,1.222263619145407,1.0698685297662345,1.2085037824306992
2019-06-25,1.1274448845976082,1.222263619145407,1.072119772198472,1.2089540309171467
2019-06-26,1.1274448845976082,1.222263619145407,1.074365957922098,1.2094032680618718
2019-06-27,1.1274448845976082,1.222263619145407,1.0766071096028142,1.209851498398015
2019-06-28,1.1274448845976082,1.222263619145407,1.0788432497542717,1.2102987264283067
2019-07-01,1.1274448845976082,1.222263619145407,1.079163559969704,1.210362788471393
2019-07-02,1.1274448845976082,1.222263619145407,1.079483767619355,1.2104268300013232
2019-07-03,1.1274448845976082,1.222263619145407,1.0798038727688886,1.21049085103123
2019-07-04,1.1274448845976082,1.222263619145407,1.0801238754839049,1.2105548515742333
2019-07-05,1.1274448845976082,1.222263619145407,1.080443775829942,1.2106188316434408
2019-07-08,1.1274448845976082,1.222263619145407,1.0811888400783847,1.2107678444931294
2019-07-09,1.1274448845976082,1.222263619145407,1.0819333496193857,1.2109167464013295
2019-07-10,1.1274448845976082,1.222263619145407,1.0826773052783005,1.2110655375331123
2019-07-11,1.1274448845976082,1.222263619145407,1.083420707878644,1.211214218053181
2019-07-12,1.1274448845976082,1.222263619145407,1.0841635582420954,1.2113627881258715
2019-07-15,1.1274448845976082,1.222263619145407,1.083004681811481,1.2111310128397486
2019-07-16,1.1274448845976082,1.222263619145407,1.0818444608281144,1.2108989686430751
2019-07-17,1.1274448845976082,1.222263619145407,1.0806828921684153,1.2106666549111353
2019-07-18,1.1274448845976082,1.222263619145407,1.0795199726979054,1.2104340710170334
2019-07-19,1.1274448845976082,1.222263619145407,1.0783556992711587,1.210201216331684
2019-07-22,1.1274448845976082,1.222263619145407,1.079233069476373,1.2103766903727269
2019-07-23,1.1274448845976082,1.222263619145407,1.0801096705778988,1.210552010593032
2019-07-24,1.1274448845976082,1.222263619145407,1.0809855039229497,1.2107271772620423
2019-07-25,1.1274448845976082,1.222263619145407,1.0818605708552018,1.2109021906484927
2019-07-26,1.1274448845976082,1.222263619145407,1.0827348727148083,1.2110770510204139
2019-07-29,1.1274448845976082,1.222263619145407,1.0813592465200281,1.210801925781458
2019-07-30,1.1274448845976082,1.222263619145407,1.0799817253710715,1.2105264215516667
2019-07-31,1.1274448845976082,1.222263619145407,1.0786023040400583,1.210250537285464
2019-08-01,1.1274448845976082,1.222263619145407,1.0772209772774435,1.209974271932941
2019-08-02,1.1274448845976082,1.222263619145407,1.0758377398118986,1.2096976244398319
2019-08-05,1.1274448845976082,1.222263619145407,1.0757450923160226,1.2096790949406568
2019-08-06,1.1274448845976082,1.222263619145407,1.0756524362357929,1.209660563724611
2019-08-07,1.1274448845976082,1.222263619145407,1.0755597715696188,1.209642030791376
2019-08-08,1.1274448845976082,1.222263619145407,1.075467098315908,1.2096234961406338
2019-08-09,1.1274448845976082,1.222263619145407,1.0753744164730696,1.2096049597720662
